"교육청명","교육지원청명","유치원코드","유치원명","설립유형","교실수","교실면적","체육장","보건/위생공간","조리실/급식공간","기타공간","공시차수","주소"
"서울특별시교육청","강서양천교육지원청","1ecec08c-fdb8-b044-e053-0a32095ab044","등촌이화유치원","사립(사인)","5개","313㎡","㎡","18㎡","15㎡","126㎡","20221","서울특별시 강서구 화곡로63가길 26"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f372-b044-e053-0a32095ab044","선한유치원","사립(법인)","3개","240㎡","110㎡","20㎡","8㎡","0㎡","20241","서울특별시 성북구 길음로9길 73"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f425-b044-e053-0a32095ab044","사랑유치원","사립(사인)","5개","413㎡","0㎡","3㎡","40㎡","40㎡","20241","서울특별시 성북구 월곡로7길 72"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f561-b044-e053-0a32095ab044","아랑유치원","사립(사인)","11개","554㎡","162㎡","90㎡","15㎡","10㎡","20241","서울특별시 성북구 북악산로 844"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f733-b044-e053-0a32095ab044","서울청덕초등학교병설유치원","공립(병설)","5개","180㎡","㎡","20㎡","20㎡","33㎡","20241","서울특별시 성북구 정릉로9라길 11"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f73f-b044-e053-0a32095ab044","탑주유치원","사립(법인)","9개","648㎡","0㎡","48㎡","14㎡","184㎡","20241","서울특별시 성북구 화랑로13길 17"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f81e-b044-e053-0a32095ab044","동선유치원","사립(법인)","4개","236㎡","169㎡","0㎡","0㎡","93㎡","20241","서울특별시 성북구 보문로 98"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f9b9-b044-e053-0a32095ab044","은하유치원","사립(사인)","4개","524㎡","㎡","0㎡","0㎡","0㎡","20241","서울특별시 성북구 돌곶이로 64"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f9d0-b044-e053-0a32095ab044","한마음유치원","사립(사인)","7개","397㎡","151㎡","57㎡","41㎡","255㎡","20241","서울특별시 성북구 월계로 124"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f9d1-b044-e053-0a32095ab044","신암유치원","사립(사인)","3개","240㎡","㎡","0㎡","12㎡","88㎡","20241","서울특별시 성북구 보문로27길 15"
"서울특별시교육청","북부교육지원청","1ecec08d-0e2f-b044-e053-0a32095ab044","미성유치원","사립(사인)","2개","148㎡","㎡","25㎡","17㎡","39㎡","20181","서울특별시 노원구 공릉로59길 28"
"서울특별시교육청","서부교육지원청","1ecec08c-ed89-b044-e053-0a32095ab044","궁전유치원","사립(사인)","4개","200㎡","㎡","24㎡","20㎡","93㎡","20181","서울특별시 은평구 갈현로33길 24"
"서울특별시교육청","서부교육지원청","1ecec08c-f60c-b044-e053-0a32095ab044","피노키오유치원","사립(사인)","9개","424㎡","126㎡","45㎡","15㎡","224㎡","20181","서울특별시 은평구 증산로15길 35-8"
"서울특별시교육청","강서양천교육지원청","1ecec08c-feae-b044-e053-0a32095ab044","서울월정초등학교병설유치원","공립(병설)","5개","315㎡","79㎡","926㎡","337㎡","135㎡","20241","서울특별시 강서구 월정로 176"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f81f-b044-e053-0a32095ab044","명덕유치원","사립(사인)","4개","198㎡","㎡","73㎡","0㎡","0㎡","20181","서울특별시 성북구 삼양로 74"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ff1d-b044-e053-0a32095ab044","서울내발산초등학교병설유치원","공립(병설)","4개","236㎡","57㎡","45㎡","34㎡","68㎡","20241","서울특별시 강서구 강서로46길 23"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f8dd-b044-e053-0a32095ab044","서울돈암초등학교병설유치원","공립(병설)","3개","195㎡","65㎡","37㎡","32㎡","32㎡","20241","서울특별시 성북구 동소문로13길 38"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f934-b044-e053-0a32095ab044","희망찬유치원","사립(법인)","0개","0㎡","㎡","0㎡","21㎡","95㎡","20241","서울특별시 성북구 동소문로34길 24"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fb95-b044-e053-0a32095ab044","영재유치원","사립(사인)","4개","240㎡","20㎡","20㎡","20㎡","10㎡","20241","서울특별시 성북구 종암로15길 1"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fc38-b044-e053-0a32095ab044","서울베네딕도유치원","사립(법인)","17개","966㎡","237㎡","138㎡","39㎡","588㎡","20241","서울특별시 성북구 아리랑로16길 52"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fe21-b044-e053-0a32095ab044","광운유치원","사립(법인)","4개","456㎡","0㎡","0㎡","114㎡","115㎡","20191","서울특별시 성북구 장월로42길 9"
"서울특별시교육청","성북강북교육지원청","1ecec08c-ffa9-b044-e053-0a32095ab044","서울장월초등학교병설유치원","공립(병설)","5개","251㎡","182㎡","29㎡","17㎡","77㎡","20241","서울특별시 성북구 한천로101길 66"
"서울특별시교육청","성북강북교육지원청","1ecec08d-00aa-b044-e053-0a32095ab044","해뜨는유치원","사립(사인)","6개","430㎡","149㎡","40㎡","15㎡","0㎡","20241","서울특별시 성북구 서경로2길 16"
"서울특별시교육청","성북강북교육지원청","1ecec08d-016f-b044-e053-0a32095ab044","서울동신초등학교병설유치원","공립(병설)","4개","235㎡","83㎡","81㎡","57㎡","456㎡","20241","서울특별시 성북구 보문사길 50"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0251-b044-e053-0a32095ab044","나래유치원","사립(사인)","4개","196㎡","104㎡","20㎡","9㎡","35㎡","20241","서울특별시 성북구 삼양로 73"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0268-b044-e053-0a32095ab044","새삼선유치원","사립(법인)","4개","210㎡","82㎡","26㎡","38㎡","185㎡","20241","서울특별시 성북구 성북로6가길 28"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0269-b044-e053-0a32095ab044","반디유치원","사립(사인)","4개","260㎡","㎡","17㎡","20㎡","105㎡","20241","서울특별시 성북구 성북로4길 52"
"서울특별시교육청","북부교육지원청","1ecec08c-eecf-b044-e053-0a32095ab044","선희유치원","사립(사인)","4개","237㎡","㎡","26㎡","16㎡","65㎡","20241","서울특별시 도봉구 해등로 241"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0426-b044-e053-0a32095ab044","서울길음유치원","공립(단설)","7개","503㎡","㎡","81㎡","43㎡","224㎡","20241","서울특별시 성북구 길음로 142"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0427-b044-e053-0a32095ab044","서울삼선초등학교병설유치원","공립(병설)","9개","594㎡","㎡","50㎡","17㎡","99㎡","20241","서울특별시 성북구 보문로29길 106"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0428-b044-e053-0a32095ab044","서울성북초등학교병설유치원","공립(병설)","4개","230㎡","66㎡","102㎡","111㎡","197㎡","20241","서울특별시 성북구 성북로 102-10"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0429-b044-e053-0a32095ab044","서울숭곡초등학교병설유치원","공립(병설)","4개","264㎡","0㎡","33㎡","0㎡","132㎡","20241","서울특별시 성북구 종암로40길 30"
"서울특별시교육청","성북강북교육지원청","1ecec08d-062f-b044-e053-0a32095ab044","루이유치원","사립(법인)","5개","386㎡","㎡","40㎡","45㎡","98㎡","20241","서울특별시 성북구 서경로6길 13"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0677-b044-e053-0a32095ab044","덕수유치원","사립(법인)","5개","315㎡","92㎡","100㎡","545㎡","388㎡","20241","서울특별시 성북구 성북로 127"
"서울특별시교육청","성북강북교육지원청","1ecec08d-06b6-b044-e053-0a32095ab044","우촌유치원","사립(법인)","7개","483㎡","73㎡","0㎡","0㎡","564㎡","20241","서울특별시 성북구 성북로4길 52-1"
"서울특별시교육청","성북강북교육지원청","1ecec08d-080a-b044-e053-0a32095ab044","서울길원초등학교병설유치원","공립(병설)","4개","264㎡","㎡","0㎡","0㎡","0㎡","20241","서울특별시 성북구 길음로15길 55"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0841-b044-e053-0a32095ab044","서울정덕초등학교병설유치원","공립(병설)","4개","242㎡","㎡","45㎡","20㎡","40㎡","20241","서울특별시 성북구 아리랑로 63"
"서울특별시교육청","성북강북교육지원청","1ecec08d-084c-b044-e053-0a32095ab044","예린유치원","사립(사인)","4개","235㎡","0㎡","40㎡","15㎡","292㎡","20191","서울특별시 성북구 종암로25길 17"
"서울특별시교육청","성북강북교육지원청","1ecec08d-084d-b044-e053-0a32095ab044","영천유치원","사립(법인)","3개","500㎡","0㎡","0㎡","10㎡","0㎡","20241","서울특별시 성북구 장위로 34"
"서울특별시교육청","강서양천교육지원청","1ecec08d-018e-b044-e053-0a32095ab044","대붕유치원","사립(사인)","6개","441㎡","㎡","84㎡","66㎡","156㎡","20231","서울특별시 강서구 허준로 176"
"서울특별시교육청","강서양천교육지원청","5e4a5892-4caf-4a0b-93ab-44d81b9557a2","서울신곡초등학교병설유치원","공립(병설)","5개","330㎡","66㎡","0㎡","780㎡","384㎡","20241","서울특별시 강서구 등촌로13자길 42-14"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0ae6-b044-e053-0a32095ab044","좋은나라유치원","사립(사인)","9개","422㎡","42㎡","68㎡","23㎡","595㎡","20241","서울특별시 성북구 종암로24가길 53"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0af8-b044-e053-0a32095ab044","세아유치원","사립(사인)","4개","260㎡","㎡","17㎡","20㎡","105㎡","20241","서울특별시 성북구 성북로4길 52"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0b26-b044-e053-0a32095ab044","서울석관초등학교병설유치원","공립(병설)","6개","405㎡","101㎡","81㎡","34㎡","135㎡","20241","서울특별시 성북구 돌곶이로22길 21"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0d94-b044-e053-0a32095ab044","동덕여자대학교부속유치원","사립(법인)","8개","450㎡","367㎡","79㎡","14㎡","514㎡","20241","서울특별시 성북구 장월로1가길 9"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0eb6-b044-e053-0a32095ab044","서울숭례초등학교병설유치원","공립(병설)","7개","460㎡","173㎡","45㎡","22㎡","283㎡","20241","서울특별시 성북구 종암로5길 14"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0f4e-b044-e053-0a32095ab044","천사유치원","사립(사인)","5개","300㎡","㎡","0㎡","20㎡","88㎡","20221","서울특별시 성북구 성북로4길 52"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0f77-b044-e053-0a32095ab044","푸른샘유치원","사립(사인)","9개","632㎡","㎡","63㎡","13㎡","202㎡","20191","서울특별시 성북구 길음로13길 29"
"서울특별시교육청","성북강북교육지원청","31f91c90-4c4e-485d-9929-976cb8bfac30","서울좋은소리유치원","공립(단설)","5개","227㎡","92㎡","0㎡","22㎡","0㎡","20241","서울특별시 성북구 길음로13길 29"
"서울특별시교육청","성북강북교육지원청","7ec89e9b-5287-4ece-b0d3-24499defde1b","서울장위초등학교병설유치원","공립(병설)","5개","323㎡","242㎡","40㎡","32㎡","55㎡","20241","서울특별시 성북구 장월로8가길 41"
"서울특별시교육청","북부교육지원청","9274b95a-f964-4434-aa72-f188312b1983","서울오봉초등학교병설유치원","공립(병설)","3개","198㎡","66㎡","0㎡","0㎡","66㎡","20241","서울특별시 도봉구 시루봉로 285"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f0f4-b044-e053-0a32095ab044","금성유치원","사립(사인)","3개","155㎡","㎡","0㎡","0㎡","0㎡","20191","서울특별시 강북구 한천로123길 9"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f0f5-b044-e053-0a32095ab044","동명유치원","사립(사인)","4개","257㎡","64㎡","20㎡","12㎡","84㎡","20191","서울특별시 강북구 오패산로 130"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f0f6-b044-e053-0a32095ab044","길물빛유치원","사립(사인)","5개","347㎡","㎡","0㎡","15㎡","100㎡","20241","서울특별시 강북구 인수봉로 260"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f740-b044-e053-0a32095ab044","성실유치원","사립(사인)","6개","286㎡","㎡","11㎡","22㎡","138㎡","20241","서울특별시 강북구 삼각산로 143-1"
"서울특별시교육청","성북강북교육지원청","1ecec08c-f8de-b044-e053-0a32095ab044","서울수유초등학교병설유치원","공립(병설)","4개","272㎡","99㎡","23㎡","885㎡","488㎡","20241","서울특별시 강북구 삼양로74길 39"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fa08-b044-e053-0a32095ab044","솔샘유치원","사립(사인)","13개","1165㎡","㎡","17㎡","20㎡","1383㎡","20241","서울특별시 강북구 솔샘로 159"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fa73-b044-e053-0a32095ab044","창문유치원","사립(법인)","11개","659㎡","0㎡","0㎡","35㎡","30㎡","20241","서울특별시 강북구 월계로 61"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fc25-b044-e053-0a32095ab044","운산유치원","사립(사인)","3개","123㎡","㎡","20㎡","10㎡","0㎡","20211","서울특별시 강북구 수유로4길 58"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fe08-b044-e053-0a32095ab044","유안유치원","사립(사인)","3개","224㎡","82㎡","15㎡","10㎡","40㎡","20241","서울특별시 강북구 인수봉로 297"
"서울특별시교육청","성북강북교육지원청","1ecec08c-fff2-b044-e053-0a32095ab044","예원유치원","사립(사인)","3개","158㎡","18㎡","15㎡","17㎡","86㎡","20241","서울특별시 강북구 삼양로49길 18"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0169-b044-e053-0a32095ab044","성체유치원","사립(법인)","7개","359㎡","137㎡","57㎡","52㎡","209㎡","20241","서울특별시 강북구 삼각산로 161"
"서울특별시교육청","성북강북교육지원청","1ecec08d-024e-b044-e053-0a32095ab044","하나유치원","사립(사인)","11개","868㎡","868㎡","46㎡","31㎡","0㎡","20241","서울특별시 강북구 솔샘로 174"
"서울특별시교육청","성북강북교육지원청","1ecec08d-024f-b044-e053-0a32095ab044","화계유치원","사립(사인)","6개","455㎡","㎡","40㎡","15㎡","46㎡","20241","서울특별시 강북구 덕릉로 45"
"서울특별시교육청","성북강북교육지원청","1ecec08d-02ae-b044-e053-0a32095ab044","서울화계초등학교병설유치원","공립(병설)","5개","200㎡","40㎡","60㎡","10㎡","70㎡","20241","서울특별시 강북구 솔매로50가길 25"
"서울특별시교육청","성북강북교육지원청","1ecec08d-084e-b044-e053-0a32095ab044","꿈동산유치원","사립(사인)","3개","142㎡","181㎡","90㎡","15㎡","0㎡","20241","서울특별시 강북구 한천로115길 15"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0ae5-b044-e053-0a32095ab044","인수유치원","사립(사인)","2개","84㎡","㎡","16㎡","6㎡","18㎡","20211","서울특별시 강북구 인수봉로 298"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0cbe-b044-e053-0a32095ab044","서울미양초등학교병설유치원","공립(병설)","6개","396㎡","0㎡","32㎡","13㎡","264㎡","20241","서울특별시 강북구 솔샘로 195"
"서울특별시교육청","성북강북교육지원청","359faa6f-7b25-4e25-b738-71737821c61c","서울번동초등학교병설유치원","공립(병설)","4개","270㎡","68㎡","34㎡","23㎡","34㎡","20241","서울특별시 강북구 오현로 204"
"서울특별시교육청","성북강북교육지원청","64af8988-de1b-45a7-81be-11e10d4fa5ef","서울수송초등학교병설유치원","공립(병설)","4개","235㎡","98㎡","0㎡","34㎡","68㎡","20241","서울특별시 강북구 한천로124길 14"
"서울특별시교육청","성북강북교육지원청","7e0ce4f2-8d6e-4568-9e83-17a353fee72b","서울송천초등학교병설유치원","공립(병설)","4개","248㎡","66㎡","0㎡","16㎡","66㎡","20241","서울특별시 강북구 삼양로20길 29"
"서울특별시교육청","성북강북교육지원청","d6df2050-e2a0-4e60-bffa-db3ae9220338","서울우이유치원","공립(단설)","11개","691㎡","138㎡","219㎡","153㎡","1654㎡","20241","서울특별시 강북구 삼양로99길 36"
"서울특별시교육청","북부교육지원청","12c109c2-23b7-4e98-a3e1-57e391f3a55a","서울월천초등학교병설유치원","공립(병설)","3개","203㎡","㎡","41㎡","0㎡","68㎡","20241","서울특별시 도봉구 노해로70길 96"
"서울특별시교육청","북부교육지원청","1ecec08c-ed87-b044-e053-0a32095ab044","햇살유치원","사립(사인)","9개","421㎡","128㎡","13㎡","13㎡","19㎡","20241","서울특별시 도봉구 우이천로32길 38"
"서울특별시교육청","북부교육지원청","1ecec08c-ee11-b044-e053-0a32095ab044","행복한유치원","사립(사인)","4개","255㎡","0㎡","50㎡","20㎡","82㎡","20241","서울특별시 도봉구 시루봉로6길 86"
"서울특별시교육청","북부교육지원청","1ecec08d-0e2e-b044-e053-0a32095ab044","서울동일초등학교병설유치원","공립(병설)","6개","396㎡","66㎡","35㎡","17㎡","101㎡","20241","서울특별시 노원구 한글비석로 566"
"서울특별시교육청","성북강북교육지원청","1ecec08d-0cc5-b044-e053-0a32095ab044","새시대유치원","사립(사인)","3개","183㎡","㎡","15㎡","15㎡","15㎡","20201","서울특별시 강북구 도봉로97길 45"
"서울특별시교육청","강서양천교육지원청","7721e609-bd73-448b-8b96-f988a1c4757d","서울등촌초등학교병설유치원","공립(병설)","5개","427㎡","180㎡","60㎡","475㎡","137㎡","20241","서울특별시 강서구 등촌로39길 71"
"서울특별시교육청","북부교육지원청","1ecec08c-efcc-b044-e053-0a32095ab044","보나유치원","사립(법인)","6개","330㎡","60㎡","50㎡","17㎡","33㎡","20241","서울특별시 도봉구 해등로 307"
"서울특별시교육청","북부교육지원청","1ecec08c-efd9-b044-e053-0a32095ab044","정의유치원","사립(법인)","9개","963㎡","91㎡","49㎡","81㎡","32㎡","20241","서울특별시 도봉구 노해로49길 69"
"서울특별시교육청","북부교육지원청","1ecec08c-efda-b044-e053-0a32095ab044","청아유치원","사립(사인)","5개","250㎡","158㎡","56㎡","35㎡","116㎡","20241","서울특별시 도봉구 노해로69가길 11"
"서울특별시교육청","북부교육지원청","1ecec08c-f050-b044-e053-0a32095ab044","예랑유치원","사립(사인)","6개","309㎡","0㎡","18㎡","13㎡","146㎡","20211","서울특별시 도봉구 해등로4길 9"
"서울특별시교육청","북부교육지원청","1ecec08c-f5d4-b044-e053-0a32095ab044","서울도봉초등학교병설유치원","공립(병설)","3개","198㎡","66㎡","36㎡","779㎡","0㎡","20231","서울특별시 도봉구 도봉로173길 96"
"서울특별시교육청","북부교육지원청","1ecec08c-f64a-b044-e053-0a32095ab044","한별유치원","사립(사인)","4개","317㎡","㎡","20㎡","10㎡","16㎡","20241","서울특별시 도봉구 덕릉로59아길 17"
"서울특별시교육청","북부교육지원청","1ecec08c-fd0e-b044-e053-0a32095ab044","덕성여자대학교부속유치원","사립(법인)","5개","401㎡","㎡","7㎡","32㎡","222㎡","20241","서울특별시 도봉구 삼양로144길 33"
"서울특별시교육청","북부교육지원청","1ecec08c-fec4-b044-e053-0a32095ab044","꿈밭유치원","사립(사인)","6개","421㎡","㎡","0㎡","22㎡","394㎡","20241","서울특별시 도봉구 해등로 264"
"서울특별시교육청","북부교육지원청","1ecec08d-006d-b044-e053-0a32095ab044","서울창동초등학교병설유치원","공립(병설)","4개","264㎡","㎡","46㎡","15㎡","103㎡","20241","서울특별시 도봉구 해등로16길 81"
"서울특별시교육청","북부교육지원청","1ecec08d-00a8-b044-e053-0a32095ab044","삼풍유치원","사립(법인)","10개","1034㎡","1086㎡","90㎡","143㎡","0㎡","20241","서울특별시 도봉구 노해로63가길 101"
"서울특별시교육청","북부교육지원청","1ecec08d-0157-b044-e053-0a32095ab044","자연유치원","사립(사인)","8개","425㎡","100㎡","30㎡","10㎡","46㎡","20191","서울특별시 도봉구 마들로 567"
"서울특별시교육청","북부교육지원청","1ecec08d-0d3f-b044-e053-0a32095ab044","영산유치원","사립(사인)","5개","449㎡","50㎡","34㎡","30㎡","108㎡","20191","서울특별시 노원구 동일로216길 47"
"서울특별시교육청","북부교육지원청","1ecec08d-09c3-b044-e053-0a32095ab044","아랑유치원","사립(사인)","6개","455㎡","㎡","48㎡","7㎡","259㎡","20241","서울특별시 노원구 동일로 1127"
"서울특별시교육청","북부교육지원청","1ecec08d-040a-b044-e053-0a32095ab044","사랑유치원","사립(사인)","7개","28091㎡","㎡","9906㎡","5787㎡","2599㎡","20241","서울특별시 도봉구 마들로 620"
"서울특별시교육청","북부교육지원청","1ecec08d-078f-b044-e053-0a32095ab044","한사랑유치원","사립(사인)","6개","361㎡","㎡","40㎡","15㎡","197㎡","20241","서울특별시 도봉구 노해로66길 79"
"서울특별시교육청","북부교육지원청","1ecec08d-08cf-b044-e053-0a32095ab044","솔샘유치원","사립(사인)","6개","670㎡","70㎡","28㎡","13㎡","80㎡","20241","서울특별시 도봉구 해등로 113"
"서울특별시교육청","북부교육지원청","1ecec08d-09d1-b044-e053-0a32095ab044","유화유치원","사립(사인)","5개","290㎡","㎡","35㎡","18㎡","16㎡","20241","서울특별시 도봉구 시루봉로 101"
"서울특별시교육청","북부교육지원청","1ecec08d-0b9f-b044-e053-0a32095ab044","서울신창초등학교병설유치원","공립(병설)","4개","264㎡","㎡","0㎡","1098㎡","0㎡","20241","서울특별시 도봉구 덕릉로60길 93"
"서울특별시교육청","북부교육지원청","1ecec08d-0d3d-b044-e053-0a32095ab044","신창유치원","사립(사인)","3개","178㎡","104㎡","26㎡","52㎡","87㎡","20241","서울특별시 도봉구 덕릉로 272"
"서울특별시교육청","북부교육지원청","1ecec08d-0e2d-b044-e053-0a32095ab044","나래유치원","사립(사인)","4개","219㎡","180㎡","36㎡","23㎡","85㎡","20241","서울특별시 도봉구 마들로 684-9"
"서울특별시교육청","북부교육지원청","1ecec08d-0ec5-b044-e053-0a32095ab044","자연아이유치원","사립(사인)","7개","299㎡","㎡","0㎡","32㎡","0㎡","20191","서울특별시 도봉구 도당로6길 14-11"
"서울특별시교육청","북부교육지원청","6a9d51ce-eb32-4ff3-b2c8-16baa768c7ed","서울신학초등학교병설유치원","공립(병설)","5개","337㎡","67㎡","33㎡","25㎡","0㎡","20241","서울특별시 도봉구 방학로 247-21"
"서울특별시교육청","북부교육지원청","78c914ee-918a-42da-bb74-3214158a262e","서울쌍문초등학교병설유치원","공립(병설)","2개","141㎡","0㎡","38㎡","9㎡","130㎡","20241","서울특별시 도봉구 우이천로 360"
"서울특별시교육청","북부교육지원청","86a6794b-12d6-4ee1-b47c-f03260e69af8","서울가인초등학교병설유치원","공립(병설)","2개","135㎡","㎡","45㎡","18㎡","0㎡","20241","서울특별시 도봉구 도봉로136다길 4"
"서울특별시교육청","북부교육지원청","90accaf4-0b0f-42a0-bf14-dabb5c82db9f","서울방학유치원","공립(단설)","6개","253㎡","41㎡","50㎡","39㎡","552㎡","20241","서울특별시 도봉구 도당로6길 14-11"
"서울특별시교육청","북부교육지원청","bbc01edd-3428-41d0-9a8c-8369c54e1fd5","서울마들유치원","공립(단설)","6개","293㎡","138㎡","37㎡","31㎡","150㎡","20241","서울특별시 도봉구 마들로 567"
"서울특별시교육청","북부교육지원청","c17caf35-438d-4c89-b23f-458335cc0ac0","서울숭미초등학교병설유치원","공립(병설)","4개","272㎡","102㎡","50㎡","34㎡","102㎡","20241","서울특별시 도봉구 노해로 179"
"서울특별시교육청","북부교육지원청","0c4bc461-9f36-4d28-94e3-3dfb9c6cd4e3","서울상계초등학교병설유치원","공립(병설)","2개","100㎡","62㎡","27㎡","15㎡","214㎡","20241","서울특별시 노원구 상계로9길 39"
"서울특별시교육청","북부교육지원청","1ecec08c-ed86-b044-e053-0a32095ab044","한울유치원","사립(사인)","8개","396㎡","㎡","27㎡","22㎡","470㎡","20211","서울특별시 노원구 덕릉로122길 12-6"
"서울특별시교육청","북부교육지원청","1ecec08c-ed88-b044-e053-0a32095ab044","효천유치원","사립(사인)","4개","241㎡","㎡","32㎡","26㎡","101㎡","20241","서울특별시 노원구 중계로18길 14"
"서울특별시교육청","북부교육지원청","1ecec08c-ef26-b044-e053-0a32095ab044","키즈위즈유치원","사립(사인)","8개","439㎡","60㎡","48㎡","15㎡","81㎡","20241","서울특별시 노원구 덕릉로86길 65"
"서울특별시교육청","북부교육지원청","1ecec08c-efcd-b044-e053-0a32095ab044","공릉 사라유치원","사립(사인)","5개","230㎡","㎡","40㎡","18㎡","148㎡","20241","서울특별시 노원구 동일로198가길 13"
"서울특별시교육청","북부교육지원청","1ecec08c-efce-b044-e053-0a32095ab044","상원유치원","사립(사인)","7개","660㎡","0㎡","140㎡","20㎡","30㎡","20241","서울특별시 노원구 노원로19길 33"
"서울특별시교육청","북부교육지원청","1ecec08c-efcf-b044-e053-0a32095ab044","서울수락초등학교병설유치원","공립(병설)","4개","264㎡","㎡","33㎡","22㎡","55㎡","20241","서울특별시 노원구 동일로 1745"
"서울특별시교육청","북부교육지원청","1ecec08c-efd7-b044-e053-0a32095ab044","육사유치원","사립(사인)","3개","214㎡","91㎡","28㎡","41㎡","176㎡","20241","서울특별시 노원구 화랑로 564"
"서울특별시교육청","서부교육지원청","1ecec08c-fed9-b044-e053-0a32095ab044","효림유치원","사립(사인)","6개","383㎡","㎡","132㎡","67㎡","71㎡","20241","서울특별시 은평구 은평터널로 65"
"서울특별시교육청","북부교육지원청","1ecec08c-efd8-b044-e053-0a32095ab044","이레유치원","사립(사인)","7개","377㎡","㎡","56㎡","28㎡","269㎡","20191","서울특별시 노원구 월계로55길 16"
"서울특별시교육청","북부교육지원청","1ecec08c-eed1-b044-e053-0a32095ab044","영은유치원","사립(사인)","5개","297㎡","㎡","17㎡","16㎡","396㎡","20201","서울특별시 노원구 동일로213길 78"
"서울특별시교육청","북부교육지원청","1ecec08c-f082-b044-e053-0a32095ab044","온누리유치원","사립(사인)","6개","344㎡","㎡","20㎡","12㎡","223㎡","20241","서울특별시 노원구 동일로227길 47"
"서울특별시교육청","북부교육지원청","1ecec08c-f12b-b044-e053-0a32095ab044","꽃동산유치원","사립(법인)","4개","502㎡","101㎡","0㎡","0㎡","0㎡","20241","서울특별시 노원구 공릉로 257"
"서울특별시교육청","북부교육지원청","1ecec08c-f200-b044-e053-0a32095ab044","학여울유치원","사립(사인)","6개","337㎡","㎡","47㎡","29㎡","9㎡","20241","서울특별시 노원구 동일로207길 186"
"서울특별시교육청","북부교육지원청","1ecec08c-f201-b044-e053-0a32095ab044","효자유치원","사립(사인)","9개","418㎡","172㎡","0㎡","19㎡","451㎡","20241","서울특별시 노원구 마들로 111"
"서울특별시교육청","북부교육지원청","1ecec08c-f34f-b044-e053-0a32095ab044","보고유치원","사립(사인)","5개","350㎡","㎡","40㎡","13㎡","33㎡","20241","서울특별시 노원구 석계로13길 23-14"
"서울특별시교육청","북부교육지원청","1ecec08c-f405-b044-e053-0a32095ab044","대원유치원","사립(사인)","4개","147㎡","㎡","17㎡","14㎡","62㎡","20211","서울특별시 노원구 동일로228길 29"
"서울특별시교육청","북부교육지원청","1ecec08c-f406-b044-e053-0a32095ab044","보배유치원","사립(사인)","5개","215㎡","㎡","19㎡","10㎡","220㎡","20241","서울특별시 노원구 마들로3길 37"
"서울특별시교육청","북부교육지원청","1ecec08c-f412-b044-e053-0a32095ab044","우리유치원","사립(사인)","9개","455㎡","32㎡","38㎡","12㎡","109㎡","20241","서울특별시 노원구 한글비석로 281"
"서울특별시교육청","북부교육지원청","1ecec08c-f413-b044-e053-0a32095ab044","초안유치원","사립(사인)","7개","574㎡","㎡","1㎡","1㎡","4㎡","20241","서울특별시 노원구 우이천로 102"
"서울특별시교육청","북부교육지원청","1ecec08c-f5d5-b044-e053-0a32095ab044","서울수암초등학교병설유치원","공립(병설)","4개","270㎡","1287㎡","68㎡","324㎡","100㎡","20241","서울특별시 노원구 중계로12길 9"
