"교육청명","교육지원청명","유치원코드","유치원명","설립유형","교실수","교실면적","체육장","보건/위생공간","조리실/급식공간","기타공간","공시차수","주소"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f3d8-b044-e053-0a32095ab044","신영유치원","사립(사인)","6개","378㎡","144㎡","90㎡","15㎡","39㎡","20241","서울특별시 강서구 곰달래로25길 4"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f446-b044-e053-0a32095ab044","강서유치원","사립(사인)","8개","454㎡","179㎡","123㎡","32㎡","334㎡","20241","서울특별시 강서구 까치산로 116"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f447-b044-e053-0a32095ab044","대유유치원","사립(법인)","4개","280㎡","70㎡","32㎡","32㎡","153㎡","20241","서울특별시 강서구 곰달래로57길 39"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f7b7-b044-e053-0a32095ab044","우일유치원","사립(사인)","7개","354㎡","72㎡","24㎡","6㎡","180㎡","20241","서울특별시 강서구 곰달래로47길 88"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f7f7-b044-e053-0a32095ab044","우리곰유치원","사립(사인)","5개","367㎡","㎡","0㎡","25㎡","345㎡","20241","서울특별시 강서구 허준로 23"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f8f5-b044-e053-0a32095ab044","공항제일유치원","사립(사인)","4개","356㎡","㎡","0㎡","29㎡","32㎡","20231","서울특별시 강서구 개화동로23길 100"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f8f7-b044-e053-0a32095ab044","등현유치원","사립(사인)","8개","400㎡","㎡","10㎡","12㎡","322㎡","20241","서울특별시 강서구 화곡로63가길 63"
"서울특별시교육청","강서양천교육지원청","1ecec08c-fa09-b044-e053-0a32095ab044","유니유치원","사립(사인)","6개","301㎡","63㎡","45㎡","14㎡","324㎡","20241","서울특별시 강서구 허준로 175"
"서울특별시교육청","서부교육지원청","7a2cc871-7f4c-4c45-b4a9-5610093f33fa","서울응암초등학교병설유치원","공립(병설)","4개","268㎡","66㎡","67㎡","101㎡","0㎡","20241","서울특별시 은평구 가좌로6길 20"
"서울특별시교육청","서부교육지원청","a4246c73-08e0-4da3-8211-ad2976de52ea","은평하랑유치원","사립(사인)","6개","307㎡","㎡","5㎡","39㎡","381㎡","20241","서울특별시 은평구 은평로16길 9-1"
"서울특별시교육청","서부교육지원청","abfb8257-6e64-417e-9fb4-1e145a31f5fe","서울산울림유치원","공립(단설)","11개","507㎡","124㎡","46㎡","4㎡","549㎡","20241","서울특별시 은평구 진관4로 93"
"서울특별시교육청","서부교육지원청","ccb06417-04c0-411a-b29e-6ff1a22fabab","서울북한산유치원","공립(단설)","9개","413㎡","108㎡","0㎡","41㎡","411㎡","20241","서울특별시 은평구 진관1로 77-15"
"서울특별시교육청","서부교육지원청","e120b286-7861-486d-9b3f-f3c7b49f3c1c","서울어울초등학교병설유치원","공립(병설)","3개","192㎡","㎡","85㎡","12㎡","280㎡","20241","서울특별시 은평구 통일로 650"
"서울특별시교육청","서부교육지원청","1ecec08c-f41d-b044-e053-0a32095ab044","예그린유치원","사립(사인)","7개","430㎡","㎡","60㎡","8㎡","0㎡","20191","서울특별시 서대문구 홍제내길 84"
"서울특별시교육청","서부교육지원청","e7796971-1ca3-445b-a672-a03730995574","서울역촌유치원","공립(단설)","4개","156㎡","216㎡","54㎡","84㎡","525㎡","20231","서울특별시 은평구 진흥로7길 25"
"서울특별시교육청","서부교육지원청","1ecec08c-ef03-b044-e053-0a32095ab044","연유치원","사립(사인)","6개","312㎡","38㎡","20㎡","26㎡","29㎡","20241","서울특별시 서대문구 명지대길 39-4"
"서울특별시교육청","서부교육지원청","1ecec08c-f41c-b044-e053-0a32095ab044","벧엘유치원","사립(사인)","8개","354㎡","㎡","70㎡","30㎡","84㎡","20241","서울특별시 서대문구 연희로10길 17-6"
"서울특별시교육청","서부교육지원청","1ecec08c-f42e-b044-e053-0a32095ab044","서울인왕초등학교병설유치원","공립(병설)","3개","194㎡","66㎡","38㎡","42㎡","303㎡","20241","서울특별시 서대문구 세무서길 33-9"
"서울특별시교육청","서부교육지원청","1ecec08c-f60d-b044-e053-0a32095ab044","한양제일유치원","사립(법인)","3개","160㎡","46㎡","26㎡","29㎡","63㎡","20241","서울특별시 서대문구 통일로25길 30"
"서울특별시교육청","서부교육지원청","1ecec08c-f64b-b044-e053-0a32095ab044","경복유치원","사립(사인)","6개","329㎡","㎡","100㎡","25㎡","176㎡","20241","서울특별시 서대문구 세검정로1길 95"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f448-b044-e053-0a32095ab044","대한유치원","사립(사인)","4개","256㎡","㎡","27㎡","33㎡","40㎡","20201","서울특별시 양천구 오목로13길 31"
"서울특별시교육청","서부교육지원청","1ecec08c-faa4-b044-e053-0a32095ab044","조은유치원","사립(사인)","5개","292㎡","㎡","24㎡","25㎡","124㎡","20241","서울특별시 서대문구 증가로 191"
"서울특별시교육청","서부교육지원청","1ecec08c-faa6-b044-e053-0a32095ab044","현대홍익유치원","사립(사인)","5개","280㎡","㎡","20㎡","10㎡","84㎡","20241","서울특별시 서대문구 모래내로 432"
"서울특별시교육청","서부교육지원청","1ecec08c-fb86-b044-e053-0a32095ab044","이화여자대학교사범대학부속이화유치원","사립(법인)","6개","552㎡","124㎡","0㎡","47㎡","707㎡","20241","서울특별시 서대문구 이화여대길 52"
"서울특별시교육청","서부교육지원청","1ecec08c-fb87-b044-e053-0a32095ab044","인왕유치원","사립(사인)","5개","238㎡","㎡","30㎡","15㎡","25㎡","20211","서울특별시 서대문구 통일로32길 23"
"서울특별시교육청","강서양천교육지원청","1dfcc6e7-c6ff-4843-b970-cfba072320b4","서울강월초등학교병설유치원","공립(병설)","3개","198㎡","66㎡","66㎡","33㎡","99㎡","20231","서울특별시 양천구 신월로 97"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ed7f-b044-e053-0a32095ab044","새서울유치원","사립(사인)","7개","462㎡","㎡","66㎡","44㎡","44㎡","20241","서울특별시 양천구 목동서로 340"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ed81-b044-e053-0a32095ab044","서울경인유치원","공립(단설)","6개","396㎡","㎡","0㎡","66㎡","461㎡","20241","서울특별시 양천구 안양천로 1009"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ef9b-b044-e053-0a32095ab044","서울월촌초등학교병설유치원","공립(병설)","5개","373㎡","634㎡","39㎡","22㎡","520㎡","20241","서울특별시 양천구 목동중앙로 132"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f320-b044-e053-0a32095ab044","원일유치원","사립(법인)","7개","370㎡","50㎡","42㎡","22㎡","72㎡","20241","서울특별시 양천구 목동동로 350"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f3d6-b044-e053-0a32095ab044","서울영도초등학교병설유치원","공립(병설)","5개","320㎡","㎡","93㎡","176㎡","220㎡","20241","서울특별시 양천구 목동중앙로 70"
"서울특별시교육청","강서양천교육지원청","1ecec08c-fd31-b044-e053-0a32095ab044","서울염경초등학교병설유치원","공립(병설)","3개","196㎡","758㎡","32㎡","237㎡","1403㎡","20241","서울특별시 강서구 양천로69길 49"
"서울특별시교육청","서부교육지원청","1ecec08c-fc0b-b044-e053-0a32095ab044","서울북성유치원","공립(단설)","8개","552㎡","154㎡","6㎡","145㎡","501㎡","20241","서울특별시 서대문구 북아현로1나길 32"
"서울특별시교육청","서부교육지원청","1ecec08c-fd1e-b044-e053-0a32095ab044","삼성유치원","사립(사인)","6개","639㎡","㎡","37㎡","204㎡","255㎡","20241","서울특별시 서대문구 증가로20나길 12"
"서울특별시교육청","강서양천교육지원청","1fc6dd86-ccca-d1d2-e053-0a32095ad1d2","서울마곡유치원","공립(단설)","10개","658㎡","0㎡","263㎡","169㎡","2198㎡","20241","서울특별시 강서구 마곡서1로 139-13"
"서울특별시교육청","남부교육지원청","1ecec08c-efa0-b044-e053-0a32095ab044","미림유치원","사립(사인)","5개","230㎡","192㎡","19㎡","7㎡","48㎡","20241","서울특별시 구로구 개봉로18길 37"
"서울특별시교육청","남부교육지원청","1ecec08c-f052-b044-e053-0a32095ab044","서울세곡초등학교병설유치원","공립(병설)","4개","238㎡","99㎡","30㎡","10㎡","88㎡","20241","서울특별시 구로구 고척로33길 34"
"서울특별시교육청","남부교육지원청","1ecec08c-f1b3-b044-e053-0a32095ab044","서울개봉초등학교병설유치원","공립(병설)","5개","330㎡","㎡","45㎡","0㎡","266㎡","20241","서울특별시 구로구 개봉로16길 30-11"
"서울특별시교육청","남부교육지원청","1ecec08c-f1b4-b044-e053-0a32095ab044","서울영서초등학교병설유치원","공립(병설)","4개","236㎡","101㎡","26㎡","981㎡","233㎡","20241","서울특별시 구로구 도림로20길 57"
"서울특별시교육청","남부교육지원청","1ecec08c-f3e4-b044-e053-0a32095ab044","새두산유치원","사립(사인)","8개","530㎡","㎡","33㎡","10㎡","39㎡","20241","서울특별시 구로구 도림로 59"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f449-b044-e053-0a32095ab044","동연유치원","사립(사인)","7개","533㎡","96㎡","47㎡","82㎡","23㎡","20241","서울특별시 양천구 목동중앙북로7길 22"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f44a-b044-e053-0a32095ab044","목성유치원","사립(사인)","6개","510㎡","㎡","80㎡","20㎡","580㎡","20241","서울특별시 양천구 목동동로 50"
"서울특별시교육청","강서양천교육지원청","1ecec08c-fcd9-b044-e053-0a32095ab044","수영유치원","사립(사인)","6개","594㎡","㎡","0㎡","33㎡","56㎡","20221","서울특별시 양천구 목동서로 38"
"서울특별시교육청","강서양천교육지원청","1ecec08c-fead-b044-e053-0a32095ab044","서울양화초등학교병설유치원","공립(병설)","4개","270㎡","㎡","40㎡","40㎡","0㎡","20241","서울특별시 양천구 목동중앙북로16길 57"
"서울특별시교육청","강서양천교육지원청","1ecec08d-005d-b044-e053-0a32095ab044","튼튼유치원","사립(사인)","6개","515㎡","84㎡","147㎡","13㎡","132㎡","20241","서울특별시 양천구 중앙로52길 62"
"서울특별시교육청","강서양천교육지원청","1ecec08d-00ac-b044-e053-0a32095ab044","서울신은초등학교병설유치원","공립(병설)","4개","220㎡","㎡","60㎡","410㎡","0㎡","20241","서울특별시 양천구 신정이펜2로 30"
"서울특별시교육청","강서양천교육지원청","4cac393c-4205-4ac0-86c0-6f16aa97cae0","나나유치원","사립(사인)","8개","396㎡","㎡","100㎡","20㎡","200㎡","20241","서울특별시 강서구 등촌로13바길 46"
"서울특별시교육청","남부교육지원청","1ecec08c-f3f7-b044-e053-0a32095ab044","세희유치원","사립(사인)","6개","539㎡","㎡","43㎡","8㎡","106㎡","20241","서울특별시 구로구 도림로 107"
"서울특별시교육청","남부교육지원청","1ecec08c-f5d6-b044-e053-0a32095ab044","서울매봉초등학교병설유치원","공립(병설)","3개","198㎡","67㎡","101㎡","178㎡","132㎡","20241","서울특별시 구로구 고척로21길 55"
"서울특별시교육청","남부교육지원청","1ecec08c-f5fd-b044-e053-0a32095ab044","서울고척초등학교병설유치원","공립(병설)","6개","404㎡","㎡","40㎡","17㎡","181㎡","20241","서울특별시 구로구 경서로 31"
"서울특별시교육청","남부교육지원청","1ecec08c-f5fe-b044-e053-0a32095ab044","서울남유치원","사립(사인)","5개","254㎡","183㎡","32㎡","23㎡","179㎡","20241","서울특별시 구로구 구로동로17길 37-4"
"서울특별시교육청","남부교육지원청","1ecec08c-f707-b044-e053-0a32095ab044","목원유치원","사립(사인)","9개","409㎡","㎡","49㎡","44㎡","90㎡","20241","서울특별시 구로구 개봉로20길 6"
"서울특별시교육청","남부교육지원청","1ecec08c-f9f5-b044-e053-0a32095ab044","서울미래초등학교병설유치원","공립(병설)","3개","210㎡","㎡","28㎡","19㎡","210㎡","20241","서울특별시 구로구 새말로 73"
"서울특별시교육청","남부교육지원청","1ecec08c-fbfd-b044-e053-0a32095ab044","개봉샛별유치원","사립(법인)","4개","199㎡","㎡","0㎡","0㎡","37㎡","20241","서울특별시 구로구 개봉로18길 11"
"서울특별시교육청","남부교육지원청","1ecec08c-fc59-b044-e053-0a32095ab044","서울천왕초등학교병설유치원","공립(병설)","4개","311㎡","717㎡","38㎡","32㎡","81㎡","20241","서울특별시 구로구 천왕로1길 11"
"서울특별시교육청","남부교육지원청","1ecec08c-fce7-b044-e053-0a32095ab044","사랑유치원","사립(사인)","6개","404㎡","㎡","10㎡","10㎡","43㎡","20241","서울특별시 구로구 신도림로11가길 36"
"서울특별시교육청","남부교육지원청","1ecec08d-0068-b044-e053-0a32095ab044","혜원유치원","사립(사인)","8개","485㎡","170㎡","0㎡","20㎡","223㎡","20241","서울특별시 구로구 고척로 62-11"
"서울특별시교육청","서부교육지원청","1ecec08c-fd1f-b044-e053-0a32095ab044","새나유치원","사립(사인)","8개","444㎡","㎡","0㎡","15㎡","403㎡","20241","서울특별시 서대문구 가재울로 45"
"서울특별시교육청","서부교육지원청","1ecec08c-ffd9-b044-e053-0a32095ab044","신촌유치원","사립(사인)","5개","296㎡","167㎡","20㎡","11㎡","57㎡","20241","서울특별시 서대문구 신촌로 43"
"서울특별시교육청","강서양천교육지원청","8abcadee-6df5-4c85-9e38-cba5a2d519a5","서울양동초등학교병설유치원","공립(병설)","5개","654㎡","450㎡","0㎡","655㎡","0㎡","20241","서울특별시 양천구 오목로23길 24"
"서울특별시교육청","강서양천교육지원청","9c26aa7f-0f07-4613-9136-4984c723803f","꿈꾸는유치원","사립(사인)","8개","478㎡","㎡","41㎡","16㎡","83㎡","20241","서울특별시 양천구 오목로4길 8"
"서울특별시교육청","강서양천교육지원청","a59a057e-4f5c-411a-bb2a-60068691c766","세신유치원","사립(법인)","7개","364㎡","㎡","0㎡","15㎡","0㎡","20241","서울특별시 양천구 목동동로1길 38"
"서울특별시교육청","강서양천교육지원청","d72d2e90-cf0d-4a9b-8697-a47e692aa3ea","서울신정유치원","공립(단설)","11개","597㎡","323㎡","73㎡","78㎡","900㎡","20241","서울특별시 양천구 신정로7길 81-4"
"서울특별시교육청","강서양천교육지원청","1ecec08d-09f0-b044-e053-0a32095ab044","서울화일초등학교병설유치원","공립(병설)","3개","184㎡","509㎡","24㎡","246㎡","34㎡","20241","서울특별시 강서구 까치산로10길 70"
"서울특별시교육청","강서양천교육지원청","1ecec08d-0b2b-b044-e053-0a32095ab044","윤서유치원","사립(사인)","7개","335㎡","㎡","39㎡","12㎡","167㎡","20241","서울특별시 강서구 화곡로13길 107"
"서울특별시교육청","강서양천교육지원청","1ecec08d-0c02-b044-e053-0a32095ab044","미도유치원","사립(사인)","4개","384㎡","㎡","20㎡","10㎡","13㎡","20241","서울특별시 강서구 공항대로58가길 39"
"서울특별시교육청","강서양천교육지원청","1ecec08d-0d31-b044-e053-0a32095ab044","해리유치원","사립(사인)","7개","462㎡","㎡","66㎡","115㎡","195㎡","20241","서울특별시 강서구 허준로 234"
"서울특별시교육청","남부교육지원청","1ecec08d-0141-b044-e053-0a32095ab044","예쁨유치원","사립(법인)","6개","222㎡","94㎡","23㎡","19㎡","212㎡","20241","서울특별시 구로구 부일로1길 125"
"서울특별시교육청","서부교육지원청","1ecec08d-0071-b044-e053-0a32095ab044","서울금화초등학교병설유치원","공립(병설)","8개","408㎡","430㎡","120㎡","21㎡","102㎡","20241","서울특별시 서대문구 통일로 165"
"서울특별시교육청","서부교육지원청","1ecec08d-0e40-b044-e053-0a32095ab044","삼성그린유치원","사립(사인)","6개","367㎡","㎡","49㎡","30㎡","142㎡","20241","서울특별시 마포구 도화4길 62"
"서울특별시교육청","강서양천교육지원청","1fd6777e-1513-e0b0-e053-0a32095ae0b0","밤비니유치원","사립(사인)","7개","588㎡","241㎡","244㎡","14㎡","0㎡","20221","서울특별시 강서구 남부순환로7길 39"
"서울특별시교육청","강서양천교육지원청","1fd6777e-1532-e0b0-e053-0a32095ae0b0","행복한유치원","사립(사인)","8개","610㎡","0㎡","0㎡","10㎡","70㎡","20241","서울특별시 강서구 강서로62길 40"
"서울특별시교육청","강서양천교육지원청","49466743-6302-46e6-beb6-71a05883b7fd","서울수명유치원","공립(단설)","11개","659㎡","0㎡","96㎡","133㎡","1355㎡","20241","서울특별시 강서구 수명로1길 76"
"서울특별시교육청","강서양천교육지원청","53e84c27-6bdd-49a9-9c73-887fa8bd28a2","서울금낭화유치원","공립(단설)","5개","348㎡","50㎡","62㎡","35㎡","24023㎡","20241","서울특별시 강서구 금낭화로 35"
"서울특별시교육청","남부교육지원청","1ecec08c-ed30-b044-e053-0a32095ab044","성모유치원","사립(법인)","6개","427㎡","㎡","29㎡","12㎡","227㎡","20241","서울특별시 영등포구 가마산로89길 7"
"서울특별시교육청","남부교육지원청","1ecec08c-eecc-b044-e053-0a32095ab044","큰나무유치원","사립(사인)","7개","498㎡","㎡","0㎡","64㎡","0㎡","20241","서울특별시 영등포구 도신로 31"
"서울특별시교육청","남부교육지원청","1ecec08c-efb3-b044-e053-0a32095ab044","은하유치원","사립(법인)","3개","234㎡","㎡","31㎡","14㎡","134㎡","20241","서울특별시 영등포구 당산로28길 11"
"서울특별시교육청","강남서초교육지원청","dca143e8-4d0e-4744-bde9-ee5b9638066d","서울일원초등학교병설유치원","공립(병설)","3개","205㎡","44㎡","19㎡","22㎡","148㎡","20241","서울특별시 강남구 영동대로4길 20"
"서울특별시교육청","서부교육지원청","1ecec08d-0c0b-b044-e053-0a32095ab044","돌샘유치원","사립(사인)","6개","360㎡","55㎡","49㎡","38㎡","225㎡","20241","서울특별시 마포구 백범로37길 12"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ed82-b044-e053-0a32095ab044","서울공항초등학교병설유치원","공립(병설)","5개","364㎡","81㎡","54㎡","32㎡","330㎡","20241","서울특별시 강서구 마곡서1로 68"
"서울특별시교육청","강서양천교육지원청","1ecec08c-eec6-b044-e053-0a32095ab044","한나유치원","사립(사인)","6개","385㎡","681㎡","54㎡","28㎡","74㎡","20241","서울특별시 강서구 금낭화로 287-19"
"서울특별시교육청","강서양천교육지원청","1ecec08c-eec7-b044-e053-0a32095ab044","화곡유치원","사립(법인)","5개","319㎡","㎡","20㎡","24㎡","96㎡","20231","서울특별시 강서구 까치산로 60"
"서울특별시교육청","강서양천교육지원청","1ecec08c-ef9c-b044-e053-0a32095ab044","선미유치원","사립(법인)","5개","366㎡","209㎡","68㎡","34㎡","371㎡","20241","서울특별시 강서구 까치산로2길 43"
"서울특별시교육청","강서양천교육지원청","1ecec08c-f199-b044-e053-0a32095ab044","서울공진초등학교병설유치원","공립(병설)","5개","340㎡","0㎡","47㎡","115㎡","339㎡","20241","서울특별시 강서구 마곡서로 33"
"서울특별시교육청","남부교육지원청","1ecec08d-01d6-b044-e053-0a32095ab044","서울구일초등학교병설유치원","공립(병설)","3개","202㎡","㎡","67㎡","0㎡","67㎡","20241","서울특별시 구로구 구일로 68"
"서울특별시교육청","남부교육지원청","1ecec08d-0556-b044-e053-0a32095ab044","동정성모유치원","사립(법인)","7개","473㎡","286㎡","0㎡","0㎡","0㎡","20241","서울특별시 구로구 경인로2길 11"
"서울특별시교육청","남부교육지원청","1ecec08d-0630-b044-e053-0a32095ab044","푸른동산유치원","사립(사인)","10개","1271㎡","356㎡","54㎡","30㎡","142㎡","20241","서울특별시 구로구 서해안로 2201"
"서울특별시교육청","남부교육지원청","1ecec08d-0f6d-b044-e053-0a32095ab044","서울신미림초등학교병설유치원","공립(병설)","3개","288㎡","㎡","66㎡","147㎡","99㎡","20241","서울특별시 구로구 신도림로 26"
"서울특별시교육청","남부교육지원청","1ecec08c-f081-b044-e053-0a32095ab044","참사랑유치원","사립(사인)","7개","298㎡","㎡","28㎡","17㎡","324㎡","20241","서울특별시 금천구 벚꽃로 73"
"서울특별시교육청","강동송파교육지원청","1ecec08c-f33c-b044-e053-0a32095ab044","성보나유치원","사립(법인)","3개","194㎡","㎡","90㎡","70㎡","27㎡","20241","서울특별시 강동구 고덕로83길 68"
"서울특별시교육청","강동송파교육지원청","1ecec08c-f7e0-b044-e053-0a32095ab044","서울길동초등학교병설유치원","공립(병설)","5개","165㎡","900㎡","32㎡","26㎡","75㎡","20241","서울특별시 강동구 양재대로116길 69"
"서울특별시교육청","서부교육지원청","1ecec08d-01d3-b044-e053-0a32095ab044","해맑은유치원","사립(사인)","3개","185㎡","㎡","0㎡","125㎡","0㎡","20241","서울특별시 서대문구 거북골로21길 55"
"서울특별시교육청","서부교육지원청","1ecec08d-04dc-b044-e053-0a32095ab044","서울하늘초등학교병설유치원","공립(병설)","6개","431㎡","㎡","54㎡","12㎡","65㎡","20241","서울특별시 마포구 월드컵북로 502-14"
"서울특별시교육청","서부교육지원청","1ecec08d-0b27-b044-e053-0a32095ab044","마포대진유치원","사립(법인)","12개","938㎡","421㎡","246㎡","122㎡","851㎡","20241","서울특별시 마포구 성미산로 110"
"서울특별시교육청","서부교육지원청","1ecec08d-0d42-b044-e053-0a32095ab044","서울공덕초등학교병설유치원","공립(병설)","3개","165㎡","75㎡","20㎡","250㎡","225㎡","20241","서울특별시 마포구 만리재옛길 13"
"서울특별시교육청","서부교육지원청","1fc6dd86-cccb-d1d2-e053-0a32095ad1d2","서울성산초등학교병설유치원","공립(병설)","8개","719㎡","66㎡","146㎡","360㎡","490㎡","20241","서울특별시 마포구 양화로3길 94"
"서울특별시교육청","서부교육지원청","5c17325b-1fe9-427b-8648-bd0e5dc0130b","서울동교초등학교병설유치원","공립(병설)","4개","500㎡","253㎡","0㎡","0㎡","0㎡","20241","서울특별시 마포구 월드컵로25길 86"
"서울특별시교육청","서부교육지원청","7752e1a7-0e79-4b17-a19c-846d041414e2","서울성서초등학교병설유치원","공립(병설)","5개","305㎡","114㎡","63㎡","32㎡","371㎡","20241","서울특별시 마포구 성미산로7길 24"
"서울특별시교육청","서부교육지원청","7a4a1b05-c84a-43b0-8f02-ebdbe5072f01","서울중동초등학교병설유치원","공립(병설)","3개","184㎡","㎡","35㎡","17㎡","284㎡","20241","서울특별시 마포구 월드컵북로 152"
"서울특별시교육청","서부교육지원청","eb8cde61-5718-4f14-ab59-7df432e254ee","서울한서초등학교병설유치원","공립(병설)","3개","189㎡","㎡","33㎡","33㎡","343㎡","20241","서울특별시 마포구 대흥로24바길 27"
"서울특별시교육청","남부교육지원청","2672c35e-e02a-45c9-87e0-9c05a67cc230","서울금나래초등학교병설유치원","공립(병설)","6개","361㎡","㎡","0㎡","0㎡","0㎡","20241","서울특별시 금천구 시흥대로79길 37"
"서울특별시교육청","남부교육지원청","dd159f28-f7cc-4827-93ca-472ef12db5c4","서울문교초등학교병설유치원","공립(병설)","4개","228㎡","97㎡","63㎡","20㎡","401㎡","20241","서울특별시 금천구 독산로54길 102"
"서울특별시교육청","강동송파교육지원청","1ecec08c-f93f-b044-e053-0a32095ab044","서울신명초등학교병설유치원","공립(병설)","2개","113㎡","77㎡","19㎡","12㎡","77㎡","20241","서울특별시 강동구 명일로24길 33"
"서울특별시교육청","서부교육지원청","1ecec08d-04ae-b044-e053-0a32095ab044","서울홍제초등학교병설유치원","공립(병설)","7개","556㎡","88㎡","32㎡","9㎡","402㎡","20241","서울특별시 서대문구 홍은중앙로 13"
"서울특별시교육청","서부교육지원청","1ecec08d-0ba0-b044-e053-0a32095ab044","명지전문대학부속명지유치원","사립(법인)","7개","540㎡","㎡","39㎡","64㎡","1147㎡","20241","서울특별시 서대문구 명지2길 37"
"서울특별시교육청","남부교육지원청","1ecec08c-f1b5-b044-e053-0a32095ab044","서울윤중초등학교병설유치원","공립(병설)","5개","292㎡","448㎡","62㎡","212㎡","643㎡","20241","서울특별시 영등포구 여의나루로2길 14"
"서울특별시교육청","남부교육지원청","1ecec08c-f497-b044-e053-0a32095ab044","무지개영재유치원","사립(법인)","11개","580㎡","㎡","0㎡","25㎡","617㎡","20241","서울특별시 영등포구 양산로17길 8"
"서울특별시교육청","남부교육지원청","1ecec08c-f600-b044-e053-0a32095ab044","살레시오성미유치원","사립(법인)","9개","633㎡","440㎡","110㎡","182㎡","775㎡","20241","서울특별시 영등포구 신길로 93"
"서울특별시교육청","남부교육지원청","1ecec08c-f7c4-b044-e053-0a32095ab044","한영유치원","사립(사인)","5개","316㎡","0㎡","31㎡","10㎡","27㎡","20241","서울특별시 영등포구 영중로41길 5"
"서울특별시교육청","남부교육지원청","1ecec08c-f88d-b044-e053-0a32095ab044","동천유치원","사립(사인)","4개","237㎡","㎡","0㎡","12㎡","25㎡","20241","서울특별시 영등포구 신길로40길 10"
"서울특별시교육청","남부교육지원청","1ecec08c-f88e-b044-e053-0a32095ab044","명신유치원","사립(법인)","5개","254㎡","㎡","85㎡","29㎡","51㎡","20241","서울특별시 영등포구 신길로41라길 13-9"
"서울특별시교육청","남부교육지원청","1ecec08c-f89f-b044-e053-0a32095ab044","우성유치원","사립(사인)","4개","202㎡","㎡","40㎡","8㎡","98㎡","20241","서울특별시 영등포구 도신로 68-1"
"서울특별시교육청","남부교육지원청","1ecec08d-056b-b044-e053-0a32095ab044","영중유치원","사립(법인)","7개","368㎡","378㎡","0㎡","45㎡","349㎡","20241","서울특별시 영등포구 영중로 163"
"서울특별시교육청","남부교육지원청","1ecec08d-080b-b044-e053-0a32095ab044","서울대동초등학교병설유치원","공립(병설)","3개","198㎡","66㎡","66㎡","33㎡","180㎡","20241","서울특별시 영등포구 대림로21길 6"
"서울특별시교육청","강동송파교육지원청","1ecec08c-f973-b044-e053-0a32095ab044","강동유정유치원","사립(사인)","17개","897㎡","846㎡","13㎡","66㎡","1383㎡","20241","서울특별시 강동구 상일로10길 41"
"서울특별시교육청","강동송파교육지원청","1ecec08d-029f-b044-e053-0a32095ab044","돌샘유치원","사립(사인)","8개","492㎡","286㎡","48㎡","30㎡","363㎡","20241","서울특별시 강동구 고덕로 131"
"서울특별시교육청","서부교육지원청","1ecec08d-0cb3-b044-e053-0a32095ab044","신현유치원","사립(사인)","3개","145㎡","129㎡","13㎡","6㎡","117㎡","20231","서울특별시 서대문구 이화여대8길 28"
"서울특별시교육청","서부교육지원청","8029c453-5828-459d-86ad-38f5de7ecda7","서울가재울초등학교병설유치원","공립(병설)","5개","317㎡","98㎡","0㎡","1020㎡","0㎡","20241","서울특별시 서대문구 모래내로15길 61"
"서울특별시교육청","서부교육지원청","08d485cb-06c8-4964-bf03-ed1b178ef3fd","서울소의초등학교병설유치원","공립(병설)","3개","161㎡","63㎡","37㎡","22㎡","270㎡","20241","서울특별시 마포구 마포대로24길 42"
"서울특별시교육청","서부교육지원청","1ecec08c-ed18-b044-e053-0a32095ab044","홍익대학교사범대학부속유치원","사립(법인)","7개","466㎡","607㎡","38㎡","142㎡","2152㎡","20241","서울특별시 마포구 성미산로 111"
"서울특별시교육청","남부교육지원청","2e5397a8-bcbc-4691-accf-e2e60e8c5cfe","서울고산초등학교병설유치원","공립(병설)","4개","250㎡","134㎡","76㎡","21㎡","204㎡","20241","서울특별시 구로구 중앙로 6"
"서울특별시교육청","남부교육지원청","89ed1bdc-67a2-4124-a077-bc925d6a901a","서울항동유치원","공립(단설)","11개","607㎡","204㎡","148㎡","190㎡","1833㎡","20241","서울특별시 구로구 연동로8길 15"
"서울특별시교육청","남부교육지원청","dd6206b2-a72a-4bdd-992a-3922a54bdb4b","서울오류남초등학교병설유치원","공립(병설)","2개","135㎡","68㎡","42㎡","15㎡","199㎡","20241","서울특별시 구로구 서해안로24길 22"
"서울특별시교육청","남부교육지원청","1ecec08d-0b19-b044-e053-0a32095ab044","성지유치원","사립(사인)","4개","203㎡","㎡","60㎡","24㎡","172㎡","20241","서울특별시 영등포구 도신로29길 28"
